expiry,1Y,2Y,3Y,4Y,5Y,7Y,10Y,12Y,15Y,20Y,25Y,30Y
1Mo,51.23,69.40,71.38,72.25,72.34,74.78,79.46,78.86,78.08,77.11,78.08,78.95
3Mo,55.41,74.37,77.23,78.27,79.41,79.90,81.72,81.58,81.50,81.22,81.34,81.66
6Mo,67.49,75.34,77.23,78.90,80.38,80.01,80.73,80.60,80.53,80.34,80.36,80.72
9Mo,75.69,79.63,80.18,81.16,82.00,81.70,82.52,82.28,82.05,81.73,81.71,82.08
1Yr,80.88,81.93,81.83,82.26,82.67,82.52,82.98,82.74,82.48,82.08,81.90,82.19
2Yr,84.73,83.80,83.56,83.75,83.91,83.41,83.11,82.76,82.25,82.08,81.90,81.19
3Yr,85.22,84.45,83.95,83.98,84.06,83.72,83.32,82.81,82.17,81.73,81.63,81.49
4Yr,85.24,84.50,84.24,84.19,84.11,83.80,83.54,82.95,82.17,81.52,81.14,81.24
5Yr,85.22,84.65,84.46,84.33,84.21,83.77,83.56,82.87,81.96,81.33,80.86,80.83
6Yr,85.82,84.99,84.71,84.57,84.40,83.99,83.56,82.87,81.96,81.33,80.86,80.83
7Yr,86.59,85.38,85.09,84.80,84.60,83.99,83.65,82.90,81.90,81.04,80.62,80.58
8Yr,86.82,85.65,85.15,84.89,84.62,84.12,83.71,82.33,81.77,80.89,80.40,80.30
9Yr,86.94,85.39,85.02,84.84,84.62,83.97,83.28,82.33,81.06,80.18,79.58,79.50
10Yr,86.65,85.27,84.98,84.84,84.77,83.84,82.78,81.69,80.23,79.39,78.79,78.73
12Yr,85.60,84.32,83.81,83.36,83.06,82.14,82.29,81.12,79.57,78.64,78.04,78.04
15Yr,83.75,83.43,81.90,81.39,80.68,79.94,78.76,77.53,79.08,74.70,74.26,76.57
20Yr,76.89,78.70,77.66,77.04,76.24,75.55,74.46,73.34,71.81,70.70,70.38,70.29
25Yr,79.63,78.70,77.66,77.04,76.24,75.55,74.46,73.34,71.81,70.70,70.38,70.29
30Yr,73.24,73.25,73.02,72.18,71.74,70.72,67.28,66.59,65.98,65.40,65.23,65.75
