expiry,1Y,2Y,3Y,4Y,5Y,7Y,10Y,12Y,15Y,20Y,25Y,30Y
1Mo,123.77,99.81,109.16,107.43,104.93,102.04,98.64,97.79,96.64,94.75,95.81,96.79
3Mo,112.38,108.83,106.73,102.88,99.13,96.67,94.05,93.57,92.99,91.67,91.18,90.90
6Mo,103.13,104.11,100.18,96.10,91.88,90.00,88.42,87.24,85.61,82.69,82.37,82.39
9Mo,100.60,99.05,96.62,92.66,89.59,87.40,85.37,84.46,83.23,81.12,81.08,81.43
1Yr,96.21,92.69,90.30,88.45,86.58,84.38,81.75,81.17,80.43,79.07,79.16,79.73
2Yr,84.42,83.42,83.05,81.50,80.92,79.44,77.71,77.42,76.99,76.39,75.89,75.86
3Yr,81.15,81.73,80.49,79.80,79.18,78.34,77.23,76.75,76.17,75.50,75.03,75.03
4Yr,80.14,80.20,79.40,78.82,78.20,77.56,76.80,76.28,75.62,74.99,74.53,74.56
5Yr,79.11,78.84,78.29,77.81,77.33,76.69,76.18,75.60,74.87,74.38,73.93,73.93
6Yr,78.95,78.94,78.35,77.90,77.44,76.73,75.95,75.28,74.39,73.58,73.19,73.19
7Yr,78.95,79.09,78.53,77.99,77.55,76.68,75.69,74.89,73.84,73.02,72.47,72.42
8Yr,79.35,79.44,78.51,77.84,77.15,76.11,75.69,74.89,73.84,73.02,72.47,72.42
9Yr,79.65,79.25,78.30,77.54,76.75,76.15,74.85,73.93,72.71,71.81,71.22,71.16
10Yr,79.53,78.22,78.18,77.21,76.75,75.57,73.94,72.90,71.50,70.63,69.51,69.11
12Yr,78.11,77.97,77.09,76.65,76.30,75.88,73.71,72.51,71.04,70.63,70.09,70.05
15Yr,77.62,76.94,74.91,74.23,73.38,72.16,70.28,69.17,67.68,66.70,66.32,66.38
20Yr,73.86,74.16,72.33,71.92,70.90,70.20,68.57,67.74,66.62,66.03,65.36,63.35
25Yr,71.92,72.17,71.33,70.93,69.35,68.16,66.32,65.44,64.26,63.68,63.68,63.35
30Yr,69.07,69.61,68.77,67.31,66.28,64.98,61.10,60.25,59.41,58.20,58.36,59.21
